name,type,value,date,,,,,,,,,,,,,,,
济南西,济,216,2014,,,,,,,,,,,,,,,
徐州,上,189,2014,,,,,,,,,,,,,,,
徐州东,上,185,2014,,,,,,,,,,,,,,,
合肥,上,275,2014,,,,,,,,,,,,,,,
合肥南,上,0,2014,,,,,,,,,,,,,,,
南京,上,306,2014,,,,,,,,,,,,,,,
南京南,上,385,2014,,,,,,,,,,,,,,,
镇江,上,253,2014,,,,,,,,,,,,,,,
常州,上,313,2014,,,,,,,,,,,,,,,
无锡,上,330,2014,,,,,,,,,,,,,,,
苏州,上,357,2014,,,,,,,,,,,,,,,
上海,上,253,2014,,,,,,,,,,,,,,,
上海南,上,188,2014,,,,,,,,,,,,,,,
上海虹桥,上,406,2014,,,,,,,,,,,,,,,
杭州,上,146,2014,,,,,,,,,,,,,,,
杭州东,上,316,2014,,,,,,,,,,,,,,,
义乌,上,140,2014,,,,,,,,,,,,,,,
金华,上,162,2014,,,,,,,,,,,,,,,
上饶,南,101,2014,,,,,,,,,,,,,,,
鹰潭,南,167,2014,,,,,,,,,,,,,,,
南昌,南,227,2014,,,,,,,,,,,,,,,
长沙,广,202,2014,,,,,,,,,,,,,,,
长沙南,广,229,2014,,,,,,,,,,,,,,,
株洲,广,209,2014,,,,,,,,,,,,,,,
衡阳,广,188,2014,,,,,,,,,,,,,,,
广州,广,228,2014,,,,,,,,,,,,,,,
广州东,广,239,2014,,,,,,,,,,,,,,,
广州南,广,392,2014,,,,,,,,,,,,,,,
东莞,广,188,2014,,,,,,,,,,,,,,,
深圳,广,232,2014,,,,,,,,,,,,,,,
深圳北,广,235,2014,,,,,,,,,,,,,,,
成都,成,183,2014,,,,,,,,,,,,,,,
成都东,成,96,2014,,,,,,,,,,,,,,,
哈尔滨,哈,194,2015,,,,,,,,,,,,,,,
长春,沈,278,2015,,,,,,,,,,,,,,,
沈阳北,沈,265,2015,,,,,,,,,,,,,,,
沈阳,沈,222,2015,,,,,,,,,,,,,,,
北京,京,226,2015,,,,,,,,,,,,,,,
北京西,京,331,2015,,,,,,,,,,,,,,,
北京南,京,388,2015,,,,,,,,,,,,,,,
天津,京,389,2015,,,,,,,,,,,,,,,
石家庄,京,320,2015,,,,,,,,,,,,,,,
郑州,郑,343,2015,,,,,,,,,,,,,,,
郑州东,郑,163,2015,,,,,,,,,,,,,,,
汉口,武,247,2015,,,,,,,,,,,,,,,
武昌,武,210,2015,,,,,,,,,,,,,,,
武汉,武,327,2015,,,,,,,,,,,,,,,
西安,西,248,2015,,,,,,,,,,,,,,,
西安北,西,132,2015,,,,,,,,,,,,,,,
宝鸡,西,146,2015,,,,,,,,,,,,,,,
济南西,济,247,2015,,,,,,,,,,,,,,,
徐州,上,191,2015,,,,,,,,,,,,,,,
徐州东,上,208,2015,,,,,,,,,,,,,,,
合肥,上,136,2015,,,,,,,,,,,,,,,
合肥南,上,201,2015,,,,,,,,,,,,,,,
南京,上,302,2015,,,,,,,,,,,,,,,
南京南,上,379,2015,,,,,,,,,,,,,,,
镇江,上,238,2015,,,,,,,,,,,,,,,
常州,上,310,2015,,,,,,,,,,,,,,,
无锡,上,333,2015,,,,,,,,,,,,,,,
苏州,上,357,2015,,,,,,,,,,,,,,,
上海,上,246,2015,,,,,,,,,,,,,,,
上海南,上,233,2015,,,,,,,,,,,,,,,
上海虹桥,上,473,2015,,,,,,,,,,,,,,,
杭州,上,125,2015,,,,,,,,,,,,,,,
杭州东,上,428,2015,,,,,,,,,,,,,,,
义乌,上,192,2015,,,,,,,,,,,,,,,
金华,上,234,2015,,,,,,,,,,,,,,,
上饶,南,219,2015,,,,,,,,,,,,,,,
鹰潭,南,134,2015,,,,,,,,,,,,,,,
南昌,南,158,2015,,,,,,,,,,,,,,,
长沙,广,173,2015,,,,,,,,,,,,,,,
长沙南,广,355,2015,,,,,,,,,,,,,,,
株洲,广,206,2015,,,,,,,,,,,,,,,
衡阳,广,199,2015,,,,,,,,,,,,,,,
广州,广,222,2015,,,,,,,,,,,,,,,
广州东,广,227,2015,,,,,,,,,,,,,,,
广州南,广,579,2015,,,,,,,,,,,,,,,
东莞,广,200,2015,,,,,,,,,,,,,,,
深圳,广,222,2015,,,,,,,,,,,,,,,
深圳北,广,320,2015,,,,,,,,,,,,,,,
成都,成,137,2015,,,,,,,,,,,,,,,
成都东,成,142,2015,,,,,,,,,,,,,,,
哈尔滨,哈,207,2016,,,,,,,,,,,,,,,
长春,沈,299,2016,,,,,,,,,,,,,,,
沈阳北,沈,280,2016,,,,,,,,,,,,,,,
沈阳,沈,291,2016,,,,,,,,,,,,,,,
北京,京,224,2016,,,,,,,,,,,,,,,
北京西,京,326,2016,,,,,,,,,,,,,,,
北京南,京,381,2016,,,,,,,,,,,,,,,
天津,京,394,2016,,,,,,,,,,,,,,,
石家庄,京,383,2016,,,,,,,,,,,,,,,
郑州,郑,329,2016,,,,,,,,,,,,,,,
郑州东,郑,310,2016,,,,,,,,,,,,,,,
汉口,武,232,2016,,,,,,,,,,,,,,,
武昌,武,197,2016,,,,,,,,,,,,,,,
武汉,武,311,2016,,,,,,,,,,,,,,,
西安,西,239,2016,,,,,,,,,,,,,,,
西安北,西,180,2016,,,,,,,,,,,,,,,
宝鸡,西,134,2016,,,,,,,,,,,,,,,
济南西,济,240,2016,,,,,,,,,,,,,,,
徐州,上,189,2016,,,,,,,,,,,,,,,
徐州东,上,270,2016,,,,,,,,,,,,,,,
合肥,上,127,2016,,,,,,,,,,,,,,,
合肥南,上,233,2016,,,,,,,,,,,,,,,
南京,上,282,2016,,,,,,,,,,,,,,,
南京南,上,486,2016,,,,,,,,,,,,,,,
镇江,上,156,2016,,,,,,,,,,,,,,,
常州,上,259,2016,,,,,,,,,,,,,,,
无锡,上,294,2016,,,,,,,,,,,,,,,
苏州,上,347,2016,,,,,,,,,,,,,,,
上海,上,231,2016,,,,,,,,,,,,,,,
上海南,上,160,2016,,,,,,,,,,,,,,,
上海虹桥,上,490,2016,,,,,,,,,,,,,,,
杭州,上,110,2016,,,,,,,,,,,,,,,
杭州东,上,495,2016,,,,,,,,,,,,,,,
义乌,上,266,2016,,,,,,,,,,,,,,,
金华,上,273,2016,,,,,,,,,,,,,,,
上饶,南,261,2016,,,,,,,,,,,,,,,
鹰潭,南,133,2016,,,,,,,,,,,,,,,
南昌,南,117,2016,,,,,,,,,,,,,,,
长沙,广,165,2016,,,,,,,,,,,,,,,
长沙南,广,383,2016,,,,,,,,,,,,,,,
株洲,广,176,2016,,,,,,,,,,,,,,,
衡阳,广,153,2016,,,,,,,,,,,,,,,
广州,广,213,2016,,,,,,,,,,,,,,,
广州东,广,205,2016,,,,,,,,,,,,,,,
广州南,广,578,2016,,,,,,,,,,,,,,,
东莞,广,173,2016,,,,,,,,,,,,,,,
深圳,广,186,2016,,,,,,,,,,,,,,,
深圳北,广,342,2016,,,,,,,,,,,,,,,
成都,成,128,2016,,,,,,,,,,,,,,,
成都东,成,210,2016,,,,,,,,,,,,,,,
哈尔滨,哈,121,2017,,,,,,,,,,,,,,,
长春,沈,321,2017,,,,,,,,,,,,,,,
沈阳北,沈,266,2017,,,,,,,,,,,,,,,
沈阳,沈,306,2017,,,,,,,,,,,,,,,
北京,京,215,2017,,,,,,,,,,,,,,,
北京西,京,338,2017,,,,,,,,,,,,,,,
北京南,京,374,2017,,,,,,,,,,,,,,,
天津,京,399,2017,,,,,,,,,,,,,,,
石家庄,京,391,2017,,,,,,,,,,,,,,,
郑州,郑,286,2017,,,,,,,,,,,,,,,
郑州东,郑,341,2017,,,,,,,,,,,,,,,
汉口,武,276,2017,,,,,,,,,,,,,,,
武昌,武,202,2017,,,,,,,,,,,,,,,
武汉,武,362,2017,,,,,,,,,,,,,,,
西安,西,215,2017,,,,,,,,,,,,,,,
西安北,西,232,2017,,,,,,,,,,,,,,,
宝鸡,西,110,2017,,,,,,,,,,,,,,,
济南西,济,246,2017,,,,,,,,,,,,,,,
徐州,上,186,2017,,,,,,,,,,,,,,,
徐州东,上,272,2017,,,,,,,,,,,,,,,
合肥,上,126,2017,,,,,,,,,,,,,,,
合肥南,上,247,2017,,,,,,,,,,,,,,,
南京,上,293,2017,,,,,,,,,,,,,,,
南京南,上,515,2017,,,,,,,,,,,,,,,
镇江,上,175,2017,,,,,,,,,,,,,,,
常州,上,191,2017,,,,,,,,,,,,,,,
无锡,上,281,2017,,,,,,,,,,,,,,,
苏州,上,374,2017,,,,,,,,,,,,,,,
上海,上,250,2017,,,,,,,,,,,,,,,
上海南,上,162,2017,,,,,,,,,,,,,,,
上海虹桥,上,510,2017,,,,,,,,,,,,,,,
杭州,上,111,2017,,,,,,,,,,,,,,,
杭州东,上,533,2017,,,,,,,,,,,,,,,
义乌,上,293,2017,,,,,,,,,,,,,,,
金华,上,154,2017,,,,,,,,,,,,,,,
上饶,南,276,2017,,,,,,,,,,,,,,,
鹰潭,南,121,2017,,,,,,,,,,,,,,,
南昌,南,195,2017,,,,,,,,,,,,,,,
长沙,广,230,2017,,,,,,,,,,,,,,,
长沙南,广,408,2017,,,,,,,,,,,,,,,
株洲,广,161,2017,,,,,,,,,,,,,,,
衡阳,广,138,2017,,,,,,,,,,,,,,,
广州,广,214,2017,,,,,,,,,,,,,,,
广州东,广,206,2017,,,,,,,,,,,,,,,
广州南,广,720,2017,,,,,,,,,,,,,,,
东莞,广,202,2017,,,,,,,,,,,,,,,
深圳,广,192,2017,,,,,,,,,,,,,,,
深圳北,广,377,2017,,,,,,,,,,,,,,,
成都,成,114,2017,,,,,,,,,,,,,,,
成都东,成,214,2017,,,,,,,,,,,,,,,
哈尔滨,哈,97,2018,,,,,,,,,,,,,,,
长春,沈,320,2018,,,,,,,,,,,,,,,
沈阳北,沈,270,2018,,,,,,,,,,,,,,,
沈阳,沈,284,2018,,,,,,,,,,,,,,,
北京,京,220,2018,,,,,,,,,,,,,,,
北京西,京,334,2018,,,,,,,,,,,,,,,
北京南,京,448,2018,,,,,,,,,,,,,,,
天津,京,448,2018,,,,,,,,,,,,,,,
石家庄,京,422,2018,,,,,,,,,,,,,,,
郑州,郑,308,2018,,,,,,,,,,,,,,,
郑州东,郑,373,2018,,,,,,,,,,,,,,,
汉口,武,287,2018,,,,,,,,,,,,,,,
武昌,武,194,2018,,,,,,,,,,,,,,,
武汉,武,368,2018,,,,,,,,,,,,,,,
西安,西,189,2018,,,,,,,,,,,,,,,
西安北,西,310,2018,,,,,,,,,,,,,,,
宝鸡,西,83,2018,,,,,,,,,,,,,,,
济南西,济,284,2018,,,,,,,,,,,,,,,
徐州,上,188,2018,,,,,,,,,,,,,,,
徐州东,上,276,2018,,,,,,,,,,,,,,,
合肥,上,122,2018,,,,,,,,,,,,,,,
合肥南,上,254,2018,,,,,,,,,,,,,,,
南京,上,286,2018,,,,,,,,,,,,,,,
南京南,上,532,2018,,,,,,,,,,,,,,,
镇江,上,176,2018,,,,,,,,,,,,,,,
常州,上,266,2018,,,,,,,,,,,,,,,
无锡,上,268,2018,,,,,,,,,,,,,,,
苏州,上,370,2018,,,,,,,,,,,,,,,
上海,上,248,2018,,,,,,,,,,,,,,,
上海南,上,166,2018,,,,,,,,,,,,,,,
上海虹桥,上,520,2018,,,,,,,,,,,,,,,
杭州,上,114,2018,,,,,,,,,,,,,,,
杭州东,上,539,2018,,,,,,,,,,,,,,,
义乌,上,301,2018,,,,,,,,,,,,,,,
金华,上,160,2018,,,,,,,,,,,,,,,
上饶,南,282,2018,,,,,,,,,,,,,,,
鹰潭,南,98,2018,,,,,,,,,,,,,,,
南昌,南,211,2018,,,,,,,,,,,,,,,
长沙,广,254,2018,,,,,,,,,,,,,,,
长沙南,广,424,2018,,,,,,,,,,,,,,,
株洲,广,159,2018,,,,,,,,,,,,,,,
衡阳,广,146,2018,,,,,,,,,,,,,,,
广州,广,207,2018,,,,,,,,,,,,,,,
广州东,广,246,2018,,,,,,,,,,,,,,,
广州南,广,777,2018,,,,,,,,,,,,,,,
东莞,广,237,2018,,,,,,,,,,,,,,,
深圳,广,225,2018,,,,,,,,,,,,,,,
深圳北,广,477,2018,,,,,,,,,,,,,,,
成都,成,99,2018,,,,,,,,,,,,,,,
成都东,成,322,2018,,,,,,,,,,,,,,,
哈尔滨,哈,233,2019,,,,,,,,,,,,,,,
长春,沈,328,2019,,,,,,,,,,,,,,,
沈阳北,沈,276,2019,,,,,,,,,,,,,,,
沈阳,沈,335,2019,,,,,,,,,,,,,,,
北京,京,232,2019,,,,,,,,,,,,,,,
北京西,京,387,2019,,,,,,,,,,,,,,,
北京南,京,479,2019,,,,,,,,,,,,,,,
天津,京,339,2019,,,,,,,,,,,,,,,
石家庄,京,461,2019,,,,,,,,,,,,,,,
郑州,郑,315,2019,,,,,,,,,,,,,,,
郑州东,郑,417,2019,,,,,,,,,,,,,,,
汉口,武,296,2019,,,,,,,,,,,,,,,
武昌,武,204,2019,,,,,,,,,,,,,,,
武汉,武,393,2019,,,,,,,,,,,,,,,
西安,西,176,2019,,,,,,,,,,,,,,,
西安北,西,370,2019,,,,,,,,,,,,,,,
宝鸡,西,85,2019,,,,,,,,,,,,,,,
济南西,济,322,2019,,,,,,,,,,,,,,,
徐州,上,185,2019,,,,,,,,,,,,,,,
徐州东,上,298,2019,,,,,,,,,,,,,,,
合肥,上,134,2019,,,,,,,,,,,,,,,
合肥南,上,272,2019,,,,,,,,,,,,,,,
南京,上,291,2019,,,,,,,,,,,,,,,
南京南,上,593,2019,,,,,,,,,,,,,,,
镇江,上,142,2019,,,,,,,,,,,,,,,
常州,上,323,2019,,,,,,,,,,,,,,,
无锡,上,358,2019,,,,,,,,,,,,,,,
苏州,上,382,2019,,,,,,,,,,,,,,,
上海,上,263,2019,,,,,,,,,,,,,,,
上海南,上,174,2019,,,,,,,,,,,,,,,
上海虹桥,上,558,2019,,,,,,,,,,,,,,,
杭州,上,109,2019,,,,,,,,,,,,,,,
杭州东,上,615,2019,,,,,,,,,,,,,,,
义乌,上,305,2019,,,,,,,,,,,,,,,
金华,上,264,2019,,,,,,,,,,,,,,,
上饶,南,288,2019,,,,,,,,,,,,,,,
鹰潭,南,99,2019,,,,,,,,,,,,,,,
南昌,南,210,2019,,,,,,,,,,,,,,,
长沙,广,309,2019,,,,,,,,,,,,,,,
长沙南,广,470,2019,,,,,,,,,,,,,,,
株洲,广,160,2019,,,,,,,,,,,,,,,
衡阳,广,154,2019,,,,,,,,,,,,,,,
广州,广,213,2019,,,,,,,,,,,,,,,
广州东,广,241,2019,,,,,,,,,,,,,,,
广州南,广,812,2019,,,,,,,,,,,,,,,
东莞,广,227,2019,,,,,,,,,,,,,,,
深圳,广,208,2019,,,,,,,,,,,,,,,
深圳北,广,529,2019,,,,,,,,,,,,,,,
成都,成,69,2019,,,,,,,,,,,,,,,
成都东,成,382,2019,,,,,,,,,,,,,,,
哈尔滨,哈,188,2020,,,,,,,,,,,,,,,
长春,沈,272,2020,,,,,,,,,,,,,,,
沈阳北,沈,247,2020,,,,,,,,,,,,,,,
沈阳,沈,263,2020,,,,,,,,,,,,,,,
北京,京,202,2020,,,,,,,,,,,,,,,
北京西,京,351,2020,,,,,,,,,,,,,,,
北京南,京,471,2020,,,,,,,,,,,,,,,
天津,京,320,2020,,,,,,,,,,,,,,,
石家庄,京,440,2020,,,,,,,,,,,,,,,
郑州,郑,283,2020,,,,,,,,,,,,,,,
郑州东,郑,487,2020,,,,,,,,,,,,,,,
汉口,武,247,2020,,,,,,,,,,,,,,,
武昌,武,164,2020,,,,,,,,,,,,,,,
武汉,武,319,2020,,,,,,,,,,,,,,,
西安,西,182,2020,,,,,,,,,,,,,,,
西安北,西,389,2020,,,,,,,,,,,,,,,
宝鸡,西,83,2020,,,,,,,,,,,,,,,
济南西,济,340,2020,,,,,,,,,,,,,,,
徐州,上,169,2020,,,,,,,,,,,,,,,
徐州东,上,314,2020,,,,,,,,,,,,,,,
合肥,上,153,2020,,,,,,,,,,,,,,,
合肥南,上,301,2020,,,,,,,,,,,,,,,
南京,上,283,2020,,,,,,,,,,,,,,,
南京南,上,570,2020,,,,,,,,,,,,,,,
镇江,上,172,2020,,,,,,,,,,,,,,,
常州,上,301,2020,,,,,,,,,,,,,,,
无锡,上,329,2020,,,,,,,,,,,,,,,
苏州,上,356,2020,,,,,,,,,,,,,,,
上海,上,276,2020,,,,,,,,,,,,,,,
上海南,上,183,2020,,,,,,,,,,,,,,,
上海虹桥,上,593,2020,,,,,,,,,,,,,,,
杭州,上,126,2020,,,,,,,,,,,,,,,
杭州东,上,566,2020,,,,,,,,,,,,,,,
义乌,上,284,2020,,,,,,,,,,,,,,,
金华,上,250,2020,,,,,,,,,,,,,,,
上饶,南,264,2020,,,,,,,,,,,,,,,
鹰潭,南,76,2020,,,,,,,,,,,,,,,
南昌,南,176,2020,,,,,,,,,,,,,,,
长沙,广,335,2020,,,,,,,,,,,,,,,
长沙南,广,458,2020,,,,,,,,,,,,,,,
株洲,广,61,2020,,,,,,,,,,,,,,,
衡阳,广,136,2020,,,,,,,,,,,,,,,
广州,广,216,2020,,,,,,,,,,,,,,,
广州东,广,277,2020,,,,,,,,,,,,,,,
广州南,广,767,2020,,,,,,,,,,,,,,,
东莞,广,221,2020,,,,,,,,,,,,,,,
深圳,广,212,2020,,,,,,,,,,,,,,,
深圳北,广,387,2020,,,,,,,,,,,,,,,
成都,成,73,2020,,,,,,,,,,,,,,,
成都东,成,424,2020,,,,,,,,,,,,,,,
